question,NE,p_can,p_cant,rej_mode,C_agg,hit_gold
Who was the male star of the movie The Man of La Mancha?,0.0,1.0,0.0,standard,"[""jacques brel"", ""jacques brel played the role of don quixote"", ""jacques brel played the role of don quixote in the man of"", ""jacques brel was the male star of the movie the man of la mancha"", ""richard kiley"", ""spiro veloudos"", ""spiro veloudos was the male star of the movie the man of la mancha"", ""the context does not specify the name of the male star of the man of la"", ""the context doesn t specify the male star of the man of la mancha however the original broadway production featured richard kiley in the lead role"", ""the male star of the man of la mancha was often portrayed by actors like richard"", ""the male star of the movie the man of la mancha was kiley"", ""the male star of the movie the man of la mancha was peter o to"", ""the male star of the movie the man of la mancha was peter o toole"", ""the male star of the movie the man of la mancha was peter o toole who played don quixote"", ""the male star of the movie the man of la mancha was sean connery""]",False
What relation is Joey Richardson to Vanessa Redgrave?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Melanie Molitor is the mom of which tennis world NO 1?,0.0,1.0,0.0,standard,"[""martina hingis"", ""melanie molitor is the mom of martina hingis"", ""melanie molitor is the mom of tennis world no 1 martina hing"", ""melanie molitor is the mom of tennis world no 1 martina hingis"", ""melanie molitor is the mom of tennis world no 1 monica seles"", ""melanie molitor is the mom of tennis world no 1 venus williams"", ""melanie molitor is the mom ofmartina hingis"", ""the context does not provide information about a specific tennis world no 1 related"", ""the context does not provide information about melanie molitor s connection to a tennis world"", ""the context does not specify melanie molitor s relationship to any tennis world no 1""]",False
Marc Dutroux hit the headlines over a 'house of horrors' in which country?,0.0,1.0,0.0,standard,"[""belgium""]",True
On which date in 1945 did Hitler take cyanide then shoot himself?,0.0,1.0,0.0,standard,"[""30 april 1945"", ""adolf hitler committed suicide on 30 april 1945"", ""adolf hitler committed suicide on april 30 1945"", ""april 30 1945"", ""hitler took cyanide and then shot himself on 30 april 1945"", ""hitler took cyanide and then shot himself on april 30 194"", ""hitler took cyanide and then shot himself on april 30 1945"", ""on april 30 1945""]",True
How old would Elvis Presley have been had he lived to the end of the 20th century?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""elvis presley would have been 65 years old"", ""elvis presley would have been 65 years old at the end of the"", ""elvis presley would have been 65 years old at the end of the 20th century"", ""elvis presley would have been 65 years old at the end of the 20th century 2000"", ""elvis presley would have been 65 years old by the end of the 20th century"", ""elvis presley would have been 65 years old had he lived to the end""]",True
In which river is the Boulder Dam?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"Which sports event was first held at Worcester, Massachusetts in 1927?",0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""the eastern sprints"", ""the first official ryder cup golf tournament"", ""the first sports event held at worcester massachusetts in 1927 was the goat s head competition"", ""the kmc cyclo cross festival"", ""the massachusetts open"", ""the sports event first held at worcester massachusetts in 1927 was a golf tournament"", ""the sports event first held at worcester massachusetts in 1927 was harness racing"", ""the sports event first held at worcester massachusetts in 1927 was sports"", ""the sports event first held at worcester massachusetts in 1927 was the olympics"", ""the sports event first held at worcester massachusetts in 1927 was the u s olympic trials for men s track and field""]",True
In which European city is the Belvederen Gallery?,0.0,1.0,0.0,standard,"[""brussels"", ""florence italy"", ""the belvedere gallery is in vienna"", ""the belvederen gallery is in brussels"", ""the belvederen gallery is in brussels belgium"", ""the belvederen gallery is in florence italy"", ""the belvederen gallery is in vienna"", ""the belvederen gallery is located in oranjewoud netherlands"", ""the belvederen gallery is located in vienna"", ""vienna"", ""vienna austria""]",True
How old was Woody Herman when he founded his own orchestra?,0.0,1.0,0.0,standard,"[""the context does not provide his exact age at the time he founded his orchestra"", ""the context does not provide woody herman s age when he founded his orchestra"", ""the context does not provide woody herman s age when he founded his own orchestra"", ""the context does not specify woody herman s age when he founded his orchestra"", ""the context does not specify woody herman s age when he founded his own orchestra"", ""the context provided does not specify woody herman s age when he founded his own orchestra"", ""the text does not provide woody herman s age when he founded his own orchestra"", ""woody herman founded his own orchestra at the age of 22"", ""woody herman founded his own orchestra at the age of 23"", ""woody herman founded his own orchestra at the age of 24"", ""woody herman founded his own orchestra in 1944 making him around"", ""woody herman was 23 years old when he founded his own orchestra"", ""woody herman was 24 years old when he founded his own orchestra"", ""woody herman was 24 years old when he founded his own orchestra in 1934"", ""woody herman was 25 years old when he founded his own orchestra"", ""woody herman was 27 years old when he founded his own orchestra in 1947"", ""woody herman was 40 years old when he founded his own orchestra"", ""woody herman was 61 years old when he founded his own orchestra""]",False
